Item_ID	Sentence	PP1	PP1Length	PP2	PP2Length	PNP1cat	PNP2cat	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
139338:67	uh, as i understand it, and i, uh, don't know a lot about it, uh, we got in there because of france	in there	2	because of france	3			1298	 "FEMALE"	 1941	 "NORTHERN"	 1	 "CASH"	84	131	B	3707	351	"PETS"	1	1	1
139387:17	* wonder what *t*-1 happens to this little beastie on call waiting or something.	to this little beastie	4	on call waiting or something	5			1480	 "FEMALE"	 1959	 "WESTERN"	 3	 "CASH"	11	28	A	3720	358	"FAMILY LIFE"	2	1	1
140202:22	and, he said, i'll sell that snake to you for two fifty.	to you	2	for two fifty	3	pronoun		1443	 "FEMALE"	 1944	 "NORTHERN"	 2	 "CASH"	37	69	B	3728	349	"NEWS MEDIA"	1	1	1
140327:35	what what do you like *-1 to do *t*-2 for yourself in car automobile repairs?	for yourself	2	in car automobile repairs	4	pronoun		1480	 "FEMALE"	 1959	 "WESTERN"	 3	 "CASH"	86	145	A	3728	349	"NEWS MEDIA"	1	1	1
140546:9	we've lived in ours for about six years.	in ours	2	for about six years	4	pronoun		1417	 "FEMALE"	 1962	 "SOUTH MIDLAND"	 2	 "CASH"	64	97	B	3746	364	"HOBBIES AND CRAFTS"	1	1	1
141047:8	and we do a lot of things with the kids on the computer.	with the kids	3	on the computer	3	fullnp	fullnp	1488	 "MALE"	 1947	 "SOUTHERN"	 2	 "CASH"	74	105	B	3756	350	"PAINTING"	3	2	1
141164:53	so what do you feel 0 *t*-1 are the current trends in the way 0 families spend time in general, you know, in america *t*-2?	in general	2	in america	2			1476	 "MALE"	 1955	 "WESTERN"	 2	 "CASH"	4	6	B	3763	365	"BASEBALL"	2	1	1
141550:40	well, our boys, one, is, uh, he is in graduate school at a and m,	in graduate school	3	at a and m	4	fullnp	fullnp	1417	 "FEMALE"	 1962	 "SOUTH MIDLAND"	 2	 "CASH"	94	125	B	3768	310	"VACATION SPOTS"	1	1	1
141597:24	i don't know if you have gotten into that with your kids,	into that	2	with your kids	3	fullnp	fullnp	1480	 "FEMALE"	 1959	 "WESTERN"	 3	 "CASH"	113	153	A	3768	310	"VACATION SPOTS"	1	1	1
141906:118	but most of the ti-, the times i find that even if there are, you know, they do have like tremors out there, you know, there'll be a small article *ich*-1 in the paper about it.	in the paper	3	about it	2	fullnp	pronoun	1478	 "MALE"	 1945	 "SOUTHERN"	 3	 "CASH"	106	147	B	3773	343	"HOUSES"	3	2	3
141926:33	that's, um, that's been like that since they, the first newspaper, you know.	like that	2	since they, the first newspaper	5	fullnp	fullnp	1461	 "FEMALE"	 1962	 "WESTERN"	 2	 "CASH"	8	8	B	3776	353	"PUBLIC EDUCATION"	2	2	3
142044:23	it *exp*-1's hard * to talk for five minutes on this.	for five minutes	3	on this	2	fullnp	fullnp	1298	 "FEMALE"	 1941	 "NORTHERN"	 1	 "CASH"	1	1	B	3781	304	"CREDIT CARD USE"	1	1	2
142180:54	well, you need *-1 to, uh, teach them how * to play *t*-2 and take them out on the course with you.	out on the course	4	with you	2		pronoun	1480	 "FEMALE"	 1959	 "WESTERN"	 3	 "CASH"	58	81	A	3781	304	"CREDIT CARD USE"	1	1	2
142372:31	and then we would go to work and uh, come back to the, uh, you know, boat house at night	to the, uh, you know, boat house	7	at night	2	fullnp	fullnp	1051	 "MALE"	 1954	 "SOUTH MIDLAND"	 2	 "CASH"	31	42	B	3784	322	"CAPITAL PUNISHMENT"	2	3	3
142448:16	so, we have been roughing it out here for about three years,	out here	2	for about three years	4			1051	 "MALE"	 1954	 "SOUTH MIDLAND"	 2	 "CASH"	63	86	B	3784	322	"CAPITAL PUNISHMENT"	2	3	3
143041:6	i lived in france for a year and a half	in france	2	for a year and a half	6	fullnp	fullnp	1397	 "FEMALE"	 1930	 "SOUTH MIDLAND"	 3	 "CASH"	2	4	B	3801	312	"CRIME"	1	2	2
143063:23	and i, i lived in the alps in france	in the alps	3	in france	2	fullnp	fullnp	1378	 "MALE"	 1940	 "NORTHERN"	 2	 "CASH"	15	14	A	3801	312	"CRIME"	1	2	2
143085:98	so, um, and you always have *-1 to go out, fly through, or unless you fly from nairobi, you have *-2 to fly through, um, uh, europe on your way home.	through, um, uh, europe	4	on your way home	4	fullnp	fullnp	1397	 "FEMALE"	 1930	 "SOUTH MIDLAND"	 3	 "CASH"	26	26	B	3801	312	"CRIME"	1	2	2
143228:49	like, would you go over and spend a lot of time in one place, or travel to whole bunch of different places in one week?	to whole bunch of different places	6	in one week	3	fullnp	fullnp	1378	 "MALE"	 1940	 "NORTHERN"	 2	 "CASH"	99	102	A	3801	312	"CRIME"	1	2	2
143305:49	um, but i've always thought 0 it *exp*-1 would be neat * to go on a safari over there.	on a safari	3	over there	2	fullnp	fullnp	1338	 "FEMALE"	 1940	 "NYC"	 2	 "CASH"	22	45	B	3809	329	"WOMEN'S ROLES"	2	1	2
143350:11	and we've lived in two houses in richardson.	in two houses	3	in richardson	2	fullnp	fullnp	1338	 "FEMALE"	 1940	 "NYC"	 2	 "CASH"	38	74	B	3809	329	"WOMEN'S ROLES"	2	1	2
143506:35	i had a young lady 0 *t*-1 used *-2 to work for me at my office from the high school	for me	2	at my office	3	pronoun		1490	 "MALE"	 1950	 "NORTH MIDLAND"	 3	 "CASH"	38	47	B	3811	323	"CHILD CARE"	3	3	3
143569:24	and we just moved down *-1 to be on staff down here	on staff	2	down here	2	fullnp	fullnp	1490	 "MALE"	 1950	 "NORTH MIDLAND"	 3	 "CASH"	70	80	B	3811	323	"CHILD CARE"	3	3	3
143583:11	when we moved from louisiana to denver *t*-1, it *exp*-2 was astounding, you know, * to find that prices were, oh, i guess almost two or three times as high as we'd expected *?*.	from louisiana	2	to denver	2	fullnp	fullnp	1477	 "MALE"	 1957	 "NORTH MIDLAND"	 2	 "CASH"	77	87	A	3811	323	"CHILD CARE"	3	3	3
143645:40	and there are, uh, some fairly sophisticated approaches that *t*-1 are used *-2 in the high schools with point systems and things like that so that people, uh, gain a competence with respect to the material.	in the high schools	4	with point systems and things like that	7	fullnp	fullnp	1490	 "MALE"	 1950	 "NORTH MIDLAND"	 3	 "CASH"	110	117	B	3811	323	"CHILD CARE"	3	3	3
143766:35	i, uh, i watched my grandmother go into debt on them	into debt	2	on them	2	fullnp	pronoun	1438	 "MALE"	 1959	 "NORTH MIDLAND"	 3	 "CASH"	50	74	B	3821	304	"CREDIT CARD USE"	2	1	2
143903:6	i worked w-, at sears for over ten years	at sears	2	for over ten years	4	fullnp	fullnp	1438	 "MALE"	 1959	 "NORTH MIDLAND"	 3	 "CASH"	110	151	B	3821	304	"CREDIT CARD USE"	2	1	2
144230:8	and they traded either richmond or hardaway to sacramento for billy owens	to sacramento	2	for billy owens	3			1476	 "MALE"	 1955	 "WESTERN"	 2	 "CASH"	81	92	A	3830	345	"JOB BENEFITS"	2	3	2
144298:51	it's, you know, it's, it's about the same, uh, same distance *ich*-1 from here to s-, to san antonio as it is *?* from there to sacramento.	from here	2	to san antonio	3			1476	 "MALE"	 1955	 "WESTERN"	 2	 "CASH"	107	133	A	3830	345	"JOB BENEFITS"	2	3	2
144298:128	it's, you know, it's, it's about the same, uh, same distance *ich*-1 from here to s-, to san antonio as it is *?* from there to sacramento.	from there	2	to sacramento	2			1476	 "MALE"	 1955	 "WESTERN"	 2	 "CASH"	107	133	A	3830	345	"JOB BENEFITS"	2	3	2
144382:11	and i've worked in the hospital for fifteen years	in the hospital	3	for fifteen years	3	fullnp	fullnp	1447	 "FEMALE"	 1950	 "SOUTH MIDLAND"	 3	 "CASH"	12	20	B	3838	364	"HOBBIES AND CRAFTS"	1	1	1
144671:49	and, yet, i know 0 it's, uh, it sounds like big money to me.	like big money	3	to me	2	fullnp	pronoun	1461	 "FEMALE"	 1962	 "WESTERN"	 2	 "CASH"	43	79	A	3850	339	"TV PROGRAMS"	1	1	1
144698:20	did you have any fear *-1 working in the hospital with that,	in the hospital	3	with that	2	fullnp	fullnp	1360	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	54	95	B	3850	339	"TV PROGRAMS"	1	1	1
144738:15	and then the other one was on the roof in the back.	on the roof	3	in the back	3	fullnp	fullnp	1461	 "FEMALE"	 1962	 "WESTERN"	 2	 "CASH"	69	119	A	3850	339	"TV PROGRAMS"	1	1	1
144758:36	so i got a g-, my gun and walked to the, you know, through the house into the garage.	through the house	3	into the garage	3	fullnp	fullnp	1461	 "FEMALE"	 1962	 "WESTERN"	 2	 "CASH"	75	133	A	3850	339	"TV PROGRAMS"	1	1	1
144876:8	and i work in south dallas for the dallas school system.	in south dallas	3	for the dallas school system	5	fullnp	fullnp	1156	 "FEMALE"	 1946	 "SOUTHERN"	 2	 "GIFT"	39	52	A	3862	305	"CARE OF THE ELDERLY"	1	2	1
144904:33	there are marvelous b m w --s and mercedes and cadillacs and everything parked * all up and down the street outside these awful taverns.	all up and down the street	6	outside these awful taverns	4			1156	 "FEMALE"	 1946	 "SOUTHERN"	 2	 "GIFT"	51	67	A	3862	305	"CARE OF THE ELDERLY"	1	2	1
144920:24	i don't think 0 i'd go to work without a bulletproof vest on myself mumblex.	to work	2	without a bulletproof vest on	5			1397	 "FEMALE"	 1930	 "SOUTH MIDLAND"	 3	 "CASH"	58	77	B	3862	305	"CARE OF THE ELDERLY"	1	2	1
145163:30	uh, are you going *-1 to, uh, put your son in child care in a, a year or two?	in child care	3	in a, a year or two	6	fullnp	fullnp	1493	 "FEMALE"	 1945	 "NORTH MIDLAND"	 2	 "CASH"	78	144	A	3876	335	"RECYCLING"	2	1	1
145181:11	uh, i get out of class at certain time	out of class	3	at certain time	3			1493	 "FEMALE"	 1945	 "NORTH MIDLAND"	 2	 "CASH"	84	155	A	3876	335	"RECYCLING"	2	1	1
145353:11	uh, i got in some problems with, uh, financial problems because of credit cards	in some problems with, uh, financial problems	7	because of credit cards	4	fullnp	fullnp	1393	 "FEMALE"	 1935	 "SOUTH MIDLAND"	 2	 "CASH"	60	107	B	3883	303	"CLOTHING AND DRESS"	1	1	1
145470:31	i mean, well, i mean, you have sort of a discipline *ich*-1 in general about finances,	in general	2	about finances	2	fullnp	fullnp	1493	 "FEMALE"	 1945	 "NORTH MIDLAND"	 2	 "CASH"	30	45	A	3887	302	"AIR POLLUTION"	1	1	1
145538:82	i, in fact, i've, i've even, uh, heard some people that *t*-1 have applied for credit cards with much less, uh rates and have paid off their, you know higher interest rate, uh cards and just sent them back, you know.	for credit cards	3	with much less, uh rates	5	fullnp	fullnp	1493	 "FEMALE"	 1945	 "NORTH MIDLAND"	 2	 "CASH"	54	88	A	3887	302	"AIR POLLUTION"	1	1	1
145588:54	and he's just told them, you know, i, i can get this card from this bank at this rate	from this bank	3	at this rate	3	fullnp	fullnp	1502	 "FEMALE"	 1962	 "SOUTH MIDLAND"	 3	 "CASH"	14	24	B	3902	305	"CARE OF THE ELDERLY"	1	1	1
145628:33	and we were f-, we were living in utah at the time.	in utah	2	at the time	3	fullnp	fullnp	1493	 "FEMALE"	 1945	 "NORTH MIDLAND"	 2	 "CASH"	25	53	A	3902	305	"CARE OF THE ELDERLY"	1	1	1
145767:6	i'm over here in plano, texas.	over here	2	in plano, texas	3			1371	 "FEMALE"	 1970	 "NORTHERN"	 2	 "CASH"	2	5	B	3917	329	"WOMEN'S ROLES"	2	1	1
146060:24	i didn't know 0 anyone ever moved from california to kan-, iowa?	from california	2	to kan-, iowa	3	fullnp	fullnp	1468	 "MALE"	 1943	 "NORTH MIDLAND"	 3	 "CASH"	12	31	B	3925	367	"ETHICS IN GOVERNMENT"	1	1	1
146063:11	and then i went to school in utah,	to school	2	in utah	2	fullnp	fullnp	1468	 "MALE"	 1943	 "NORTH MIDLAND"	 3	 "CASH"	12	34	B	3925	367	"ETHICS IN GOVERNMENT"	1	1	1
146081:63	do you, um, do you have any hobbies that, that you do things *ich*-1 with your hands like knitting or *t*-2,	with your hands	3	like knitting or	3	fullnp	fullnp	1493	 "FEMALE"	 1945	 "NORTH MIDLAND"	 2	 "CASH"	21	43	A	3925	367	"ETHICS IN GOVERNMENT"	1	1	1
146302:8	and they're, you know, already out with number six by now,	with number six	3	by now	2	fullnp	fullnp	1468	 "MALE"	 1943	 "NORTH MIDLAND"	 3	 "CASH"	39	54	A	3962	308	"MUSIC"	2	1	1
146312:36	they're, uh, they're getting rid *-1 of the old cast for the movies, though.	of the old cast	4	for the movies	3	fullnp	fullnp	1457	 "MALE"	 1954	 "SOUTH MIDLAND"	 2	 "CASH"	44	60	B	3962	308	"MUSIC"	2	1	1
146779:11	now, i work at j c penny at their corporate headquarters.	at j c penny	4	at their corporate headquarters	4	fullnp	fullnp	1509	 "FEMALE"	 1963	 "NEW ENGLAND"	 1	 "CASH"	60	90	B	3988	308	"MUSIC"	1	1	1
147043:46	and so the way 0 i dress *t*-1 is really different because i'm working in the nursery room with kids from six months to like twenty months.	in the nursery room	4	with kids from six months to like twenty months	9	fullnp	fullnp	1514	 "FEMALE"	 1959	 "WESTERN"	 2	 "CASH"	54	79	B	3993	350	"PAINTING"	1	2	3
147111:31	i just know that, um, acid rain apparently is a big problem in canada from, would	in canada	2	from, would	2	fullnp	fullnp	1516	 "MALE"	 1964	 "WESTERN"	 2	 "CASH"	81	120	A	3993	350	"PAINTING"	1	2	3
147112:6	* comes over the border from us.	over the border	3	from us	2	fullnp	pronoun	1516	 "MALE"	 1964	 "WESTERN"	 2	 "CASH"	81	120	A	3993	350	"PAINTING"	1	2	3
147350:38	i, i know a lady that *t*-1 lives in a place similar to that in austin.	in a place similar to that	6	in austin	2	fullnp	fullnp	1531	 "MALE"	 1967	 "NORTHERN"	 2	 "CASH"	9	16	A	4008	325	"COMPUTERS"	1	1	1
147454:9	so she lived by herself up until she was ninety, ninety-one. and just did everything,	by herself	2	up until she was ninety, ninety-one	6	pronoun		1531	 "MALE"	 1967	 "NORTHERN"	 2	 "CASH"	51	79	A	4008	325	"COMPUTERS"	1	1	1
147583:47	and it *exp*-1's just too bad that some people, you know, still look down on them just because of their color. you know.	on them	2	just because of their color	5	pronoun		1514	 "FEMALE"	 1959	 "WESTERN"	 2	 "CASH"	27	34	A	4019	351	"PETS"	1	1	1
147644:41	i, i see more men, uh, like participating in like the family things with children. like, you know, helping * to take care of them more. and and, uh, uh, doing the jobs equally, you know,	in like the family things	5	with children	2	fullnp	fullnp	1514	 "FEMALE"	 1959	 "WESTERN"	 2	 "CASH"	49	73	A	4019	351	"PETS"	1	1	1
147752:24	how many do you think 0 *t*-1 are in there for pub-, for bu-,	in there	2	for bu-	2			1514	 "FEMALE"	 1959	 "WESTERN"	 2	 "CASH"	91	139	A	4019	351	"PETS"	1	1	1
148091:36	i almost, uh, almost, uh, bankrupted myself out of college as a freshman when i got into the columbia record club many years ago *t*-1.	out of college	3	as a freshman	3			1531	 "MALE"	 1967	 "NORTHERN"	 2	 "CASH"	35	49	A	4023	312	"CRIME"	3	1	1
148436:23	but, you know, jazz can get on my nerves after a while.	on my nerves	3	after a while	3	fullnp	fullnp	1442	 "FEMALE"	 1937	 "NORTHERN"	 2	 "CASH"	6	10	B	4028	345	"JOB BENEFITS"	1	1	1
148438:14	you just can't listen to it for enjoyment unless you're. yeah, unless, unless you're playing it,	to it	2	for enjoyment	2	pronoun		1532	 "MALE"	 1965	 "SOUTH MIDLAND"	 3	 "CASH"	7	11	A	4028	345	"JOB BENEFITS"	1	1	1
149294:6	they range from twenty-four to five.	from twenty-four	2	to five	2	fullnp	fullnp	1539	 "MALE"	 1938	 "NORTHERN"	 2	 "CASH"	25	44	A	4038	341	"TRIAL BY JURY"	1	1	1
149342:20	we don't have our kids play with other kids on sunday	with other kids	3	on sunday	2	fullnp	fullnp	1546	 "MALE"	 1952	 "WESTERN"	 2	 "CASH"	44	74	B	4038	341	"TRIAL BY JURY"	1	1	1
149377:11	and it does begin with the families at home	with the families	3	at home	2	fullnp	fullnp	1539	 "MALE"	 1938	 "NORTHERN"	 2	 "CASH"	55	98	A	4038	341	"TRIAL BY JURY"	1	1	1
149388:11	well, we see that a lot out here in utah,	out here	2	in utah	2			1539	 "MALE"	 1938	 "NORTHERN"	 2	 "CASH"	59	104	A	4038	341	"TRIAL BY JURY"	1	1	1
149394:13	um, do you have a lot of large families out there in texas,	out there	2	in texas	2			1546	 "MALE"	 1952	 "WESTERN"	 2	 "CASH"	62	108	B	4038	341	"TRIAL BY JURY"	1	1	1
149655:16	i think 0 it's in new york city at the, at the gardens	in new york city	4	at the gardens	3	fullnp	fullnp	1541	 "MALE"	 1966	 "SOUTH MIDLAND"	 3	 "CASH"	12	27	A	4049	354	"DRUG TESTING"	1	1	1
150002:35	i'd say 0 it's, it's probably in the top, top ten in terms of crime.	in the top, top ten	5	in terms of crime	4	fullnp	fullnp	1001	 "MALE"	 1940	 "WESTERN"	 3	 "GIFT"	6	19	B	4051	302	"AIR POLLUTION"	1	1	1
150020:53	and you can just, you can just, as you walk through the street on a given evening, you can see crimes being committed *-1.	through the street	3	on a given evening	4	fullnp	fullnp	1307	 "FEMALE"	 1953	 "WESTERN"	 3	 "CASH"	15	29	A	4051	302	"AIR POLLUTION"	1	1	1
150080:31	and kind of a couple of people, they just took it from me without me knowing really and kind of passed it off, so i didn't know who *t*-1 had it.	from me	2	without me knowing really	4	pronoun		1307	 "FEMALE"	 1953	 "WESTERN"	 3	 "CASH"	39	65	A	4051	302	"AIR POLLUTION"	1	1	1
150333:11	and then we do electrical tests on them during the process,	on them	2	during the process	3	pronoun		1539	 "MALE"	 1938	 "NORTHERN"	 2	 "CASH"	14	24	B	4056	345	"JOB BENEFITS"	1	1	1
150411:69	and, um, i was *?* because my, my same doctor, you know, agreed *-1 to be in it for, uh,	in it	2	for, uh	2	pronoun		1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	43	72	A	4056	345	"JOB BENEFITS"	1	1	1
150424:22	uh, if you've been going to a doctor for, you know, ten years or something and he elects *-1 not to join, it can be very stressful for you know, those people.	to a doctor	3	for, you know, ten years or something	7	fullnp	fullnp	1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	49	80	A	4056	345	"JOB BENEFITS"	1	1	1
150744:13	they recommend * doing the video without weights for the first month	without weights	2	for the first month	4	fullnp	fullnp	1531	 "MALE"	 1967	 "NORTHERN"	 2	 "CASH"	33	42	A	4064	341	"TRIAL BY JURY"	1	2	1
150955:28	they're, they're stretching out the olympic news for that much coverage over,	for that much coverage	4	over	1	fullnp	fullnp	1539	 "MALE"	 1938	 "NORTHERN"	 2	 "CASH"	39	83	A	4071	340	"TAXES"	2	1	1
150976:34	if you wanted *-1 to watch one thing you could turn to some channel for it	to some channel	3	for it	2	fullnp	pronoun	1539	 "MALE"	 1938	 "NORTHERN"	 2	 "CASH"	47	96	A	4071	340	"TAXES"	2	1	1
151061:23	well, you learn a lot *-1 going to the juries like that though.	to the juries	3	like that	2	fullnp	fullnp	1531	 "MALE"	 1967	 "NORTHERN"	 2	 "CASH"	10	18	B	4072	349	"NEWS MEDIA"	3	1	1
151198:8	and i was in the pool for a couple of weeks	in the pool	3	for a couple of weeks	5	fullnp	fullnp	1531	 "MALE"	 1967	 "NORTHERN"	 2	 "CASH"	66	101	B	4072	349	"NEWS MEDIA"	3	1	1
151409:8	and you work in the office around.	in the office	3	around	1	fullnp	fullnp	1503	 "MALE"	 1956	 "WESTERN"	 2	 "CASH"	70	111	B	4074	351	"PETS"	1	1	1
151552:20	well, uh, i myself am not in favor of drug testing in the work place except in, in specific, uh, very specific in this, uh, very specific examples such as, uh, transportation workers, as in, uh, air traffic controllers, bus drivers and that kind of thing.	in favor of drug testing in the work place	9	except in, in specific, uh, very specific in this, uh, very specific examples such as, uh, transportation workers, as in, uh, air traffic controllers, bus drivers and that kind of thing	31	fullnp	fullnp	1469	 "FEMALE"	 1961	 "SOUTHERN"	 2	 "CASH"	42	64	B	4077	314	"GUN CONTROL"	3	1	1
152012:67	that's why your diesel engines have such high compression ratios *t*-2 as the, as the air is heated *-1, you know, by virtue of the compression process to like one to nineteen or nineteen to one ratio	by virtue of the compression process	6	to like one to nineteen or nineteen to one ratio	10	fullnp	fullnp	1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	71	117	A	4080	314	"GUN CONTROL"	1	3	1
152058:30	and so we canoe down the river and then, sleep on the river on one of the, um, sand bars and then get up the next morning, cook our breakfast, and go down the river again.	on the river	3	on one of the, um, sand bars	7	fullnp	fullnp	1360	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	86	147	B	4080	314	"GUN CONTROL"	1	3	1
152086:21	and last time our one twelve year old went to the scout camp for a week,	to the scout camp	4	for a week	3	fullnp	fullnp	1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	97	164	A	4080	314	"GUN CONTROL"	1	3	1
152360:38	and i know 0 historically a lot of companies i think carried dental as a rider along with the medical	as a rider	3	along with the medical	4	fullnp	fullnp	1514	 "FEMALE"	 1959	 "WESTERN"	 2	 "CASH"	33	52	A	4090	357	"FAMILY FINANCE"	1	1	1
152629:14	uh, i would feel more comfortable *ich*-1 in many cases i think 0 *t*-2 with judges. uh, you know, doing the sentencing.	in many cases	3	with judges. uh, you know, doing the sentencing	8	fullnp	fullnp	1602	 "FEMALE"	 1963	 "SOUTH MIDLAND"	 1	 "CASH"	72	92	B	4092	308	"MUSIC"	2	1	1
152955:48	you're like, you're like my daughter who *t*-1 is in college down in massachusetts	in college	2	down in massachusetts	3	fullnp	fullnp	1291	 "FEMALE"	 1945	 "NYC"	 3	 "CASH"	16	26	B	4099	356	"EXERCISE AND FITNESS"	1	2	1
153033:38	they're, * looks like they're going more *ich*-1 for ratings than for you know actual news.	for ratings	2	than for you know actual news	6	fullnp	fullnp	1291	 "FEMALE"	 1945	 "NYC"	 3	 "CASH"	44	77	B	4099	356	"EXERCISE AND FITNESS"	1	2	1
153088:14	you know we were on the scene with our team players	on the scene	3	with our team players	4	fullnp	fullnp	1516	 "MALE"	 1964	 "WESTERN"	 2	 "CASH"	63	111	A	4099	356	"EXERCISE AND FITNESS"	1	2	1
153350:6	there is a place out here, uh, called * shorties lane out here in harrisville	out here	2	in harrisville	2			1564	 "MALE"	 1952	 "NORTHERN"	 3	 "CASH"	18	36	B	4103	357	"FAMILY FINANCE"	2	3	1
153400:16	i mean, it varies from state to state.	from state	2	to state	2	fullnp	fullnp	1606	 "MALE"	 1963	 "SOUTH MIDLAND"	 2	 "CASH"	37	68	A	4103	357	"FAMILY FINANCE"	2	3	1
153470:33	i mean i think 0 we have been like ranked *-1 in one of the top three for murders in the last few years.	in one of the top three for murders	8	in the last few years	5	fullnp	fullnp	1524	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	9	21	A	4104	357	"FAMILY FINANCE"	2	3	1
153510:44	well, well, now when i first moved to dallas *t*-1, i moved up here by myself	up here	2	by myself	2		pronoun	1524	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	25	44	A	4104	357	"FAMILY FINANCE"	2	3	1
153647:30	i take it out of the right line total and put it in parenthesis in there and let it build up.	in parenthesis	2	in there	2	fullnp	fullnp	1599	 "FEMALE"	 1963	 "NORTHERN"	 2	 "CASH"	12	15	A	4108	305	"CARE OF THE ELDERLY"	1	1	1
153692:93	but you try * to, you try *-1 to schedule those things so that, uh, you only, you're not paying for two of at the same time i guess 0 *-3 is what i am saying *t*-2.	for two	2	at the same time	4	fullnp	fullnp	1599	 "FEMALE"	 1963	 "NORTHERN"	 2	 "CASH"	32	41	A	4108	305	"CARE OF THE ELDERLY"	1	1	1
153838:11	but i am staying in minneapolis for a year	in minneapolis	2	for a year	3	fullnp	fullnp	1561	 "MALE"	 1951	 "WESTERN"	 2	 "CASH"	5	7	A	4109	345	"JOB BENEFITS"	2	2	1
153860:23	uh, i, i'm in, uh, program control for a company up here.	in, uh, program control	4	for a company up here	5	fullnp	fullnp	1541	 "MALE"	 1966	 "SOUTH MIDLAND"	 3	 "CASH"	14	19	B	4109	345	"JOB BENEFITS"	2	2	1
153980:63	you know, it's like what *ich*-3 can you do *t*-1 with that, that you can't do *t*-2 in a self protection situation with like a seven or a twenty shot twelve.	in a self protection situation	5	with like a seven or a twenty shot twelve	9	fullnp	fullnp	1561	 "MALE"	 1951	 "WESTERN"	 2	 "CASH"	51	103	A	4109	345	"JOB BENEFITS"	2	2	1
154045:6	i am just up here for the year	up here	2	for the year	3			1536	 "MALE"	 1961	 "NORTHERN"	 3	 "CASH"	24	34	B	4113	367	"ETHICS IN GOVERNMENT"	3	2	3
154097:25	i've had, i had access *ich*-1 in the past to, uh, uh, the a p news wire	in the past	3	to, uh, uh, the a p news wire	8	fullnp	fullnp	1536	 "MALE"	 1961	 "NORTHERN"	 3	 "CASH"	40	69	B	4113	367	"ETHICS IN GOVERNMENT"	3	2	3
154243:17	and we sit down and just write from the largest bills down to the smallest	from the largest bills	4	down to the smallest	4	fullnp	fullnp	1551	 "MALE"	 1962	 "NORTH MIDLAND"	 3	 "GIFT"	40	63	B	4114	302	"AIR POLLUTION"	2	2	2
154642:10	cause they are on up there in age, aren't they *?*?	on up there	3	in age	2			1573	 "MALE"	 1966	 "NYC"	 3	 "CASH"	53	80	A	4127	357	"FAMILY FINANCE"	2	2	2
154738:44	and, uh, they had basically decided that there is going *-1 to be a real problem *ich*-2 here within a few years on solid waste.	within a few years	4	on solid waste	3	fullnp	fullnp	1532	 "MALE"	 1965	 "SOUTH MIDLAND"	 3	 "CASH"	5	9	A	4129	322	"CAPITAL PUNISHMENT"	2	3	3
154796:16	and he was kind of hired *-1 to do a study by two departments for the government.	by two departments	3	for the government	3	fullnp	fullnp	1532	 "MALE"	 1965	 "SOUTH MIDLAND"	 3	 "CASH"	33	39	A	4129	322	"CAPITAL PUNISHMENT"	2	3	3
155280:16	and we haven't really put much away for her college up to this point	for her college	3	up to this point	4	fullnp	fullnp	1585	 "MALE"	 1969	 "WESTERN"	 2	 "CASH"	7	11	A	4137	320	"BUYING A CAR"	2	2	2
155401:72	and then i don't, usually don't exceed that unless i, unless the visa bill gets out of hand for one reason or another, like if i have car expenses	out of hand	3	for one reason or another, like if i have car expenses	11			1532	 "MALE"	 1965	 "SOUTH MIDLAND"	 3	 "CASH"	52	90	B	4137	320	"BUYING A CAR"	2	2	2
155556:8	so they hemorrhaged him to death without new infusions that *t*-1 will eventually die	to death	2	without new infusions	3	fullnp	fullnp	1457	 "MALE"	 1954	 "SOUTH MIDLAND"	 2	 "CASH"	14	37	B	4138	340	"TAXES"	2	2	3
155641:46	if my parents were *-1 to get ill, i would like *-2 to take care of them at home and if i had the money with some help.	of them	2	at home and if i had the money with some help	11	pronoun		1537	 "MALE"	 1971	 "SOUTHERN"	 3	 "CASH"	49	85	A	4138	340	"TAXES"	2	2	3
155706:15	but, uh, she worked there as a volunteer for about ten years	as a volunteer	3	for about ten years	4	fullnp	fullnp	1607	 "MALE"	 1945	 "NORTHERN"	 2	 "CASH"	15	38	B	4148	341	"TRIAL BY JURY"	2	1	3
155897:9	like they send me to conferences for instance, but probably not as much as i'd like *?*	to conferences	2	for instance	2	fullnp	fullnp	1425	 "MALE"	 1960	 "WESTERN"	 2	 "CASH"	57	86	A	4149	357	"FAMILY FINANCE"	2	1	2
155952:11	but they've been in office since the, the nineteen forties	in office	2	since the, the nineteen forties	5	fullnp	fullnp	1425	 "MALE"	 1960	 "WESTERN"	 2	 "CASH"	77	121	A	4149	357	"FAMILY FINANCE"	2	1	2
